UF;cod;mun;ano;IDEB
MG;3124708;Estrela do Indaiá;2013;5,3
MG;3124807;Estrela do Sul;2013;5,4
MG;3124906;Eugenópolis;2013;4,7
MG;3125002;Ewbank da Câmara;2013;4,8
MG;3125101;Extrema;2013;5,7
MG;3125200;Fama;2013;5,2
MG;3125309;Faria Lemos;2013;4,4
MG;3125408;Felício dos Santos;2013;4,9
MG;3125507;São Gonçalo do Rio Preto;2013;5,4
MG;3125606;Felisburgo;2013;4,9
MG;3125705;Felixlândia;2013;4,8
MG;3125804;Fernandes Tourinho;2013;3,9
MG;3125903;Ferros;2013;4,7
MG;3125952;Fervedouro;2013;5,1
MG;3126000;Florestal;2013;4,9
MG;3126109;Formiga;2013;5,4
MG;3126208;Formoso;2013;5,7
MG;3126307;Fortaleza de Minas;2013;5,4
MG;3126406;Fortuna de Minas;2013;5,4
MG;3126505;Francisco Badaró;2013;4,6
MG;3126604;Francisco Dumont;2013;4,2
MG;3126703;Francisco Sá;2013;4
MG;3126752;Franciscópolis;2013;3,7
MG;3126802;Frei Gaspar;2013;4,9
MG;3126901;Frei Inocêncio;2013;4,4
MG;3126950;Frei Lagonegro;2013;5
MG;3127008;Fronteira;2013;3,5
MG;3127057;Fronteira dos Vales;2013;-
MG;3127073;Fruta de Leite;2013;3,6
MG;3127107;Frutal;2013;4,6
MG;3127206;Funilândia;2013;4,7
MG;3127305;Galiléia;2013;4,7
MG;3127339;Gameleiras;2013;4,2
MG;3127354;Glaucilândia;2013;-
MG;3127370;Goiabeira;2013;5,4
MG;3127388;Goianá;2013;5,3
MG;3127404;Gonçalves;2013;5,5
MG;3127503;Gonzaga;2013;4,5
MG;3127602;Gouveia;2013;5,3
MG;3127701;Governador Valadares;2013;4,5
MG;3127800;Grão Mogol;2013;4,6
MG;3127909;Grupiara;2013;4,4
MG;3128006;Guanhães;2013;4,6
MG;3128105;Guapé;2013;5,3
MG;3128204;Guaraciaba;2013;4,6
MG;3128253;Guaraciama;2013;4,4
MG;3128303;Guaranésia;2013;4,4
MG;3128402;Guarani;2013;5,9
MG;3128501;Guarará;2013;-
MG;3128600;Guarda-Mor;2013;4,3
MG;3128709;Guaxupé;2013;5,4
MG;3128808;Guidoval;2013;4,7
MG;3128907;Guimarânia;2013;4,7
MG;3129004;Guiricema;2013;5,8
MG;3129103;Gurinhatã;2013;4,6
MG;3129202;Heliodora;2013;5,1
MG;3129301;Iapu;2013;4,8
MG;3129400;Ibertioga;2013;4,5
MG;3129509;Ibiá;2013;4,6
MG;3129608;Ibiaí;2013;4,4
MG;3129657;Ibiracatu;2013;3,8
MG;3129707;Ibiraci;2013;5
MG;3129806;Ibirité;2013;4,3
MG;3129905;Ibitiúra de Minas;2013;4,3
MG;3130002;Ibituruna;2013;5,4
MG;3130051;Icaraí de Minas;2013;4,5
MG;3130101;Igarapé;2013;4,7
MG;3130200;Igaratinga;2013;4,9
MG;3130309;Iguatama;2013;4,4
MG;3130408;Ijaci;2013;4,9
MG;3130507;Ilicínea;2013;5
MG;3130556;Imbé de Minas;2013;4,7
MG;3130606;Inconfidentes;2013;5,2
MG;3130655;Indaiabira;2013;4,9
MG;3130705;Indianópolis;2013;5,3
MG;3130804;Ingaí;2013;-
MG;3130903;Inhapim;2013;4,9
MG;3131000;Inhaúma;2013;5,4
MG;3131109;Inimutaba;2013;4,3
MG;3131158;Ipaba;2013;4,6
MG;3131208;Ipanema;2013;4,6
MG;3131307;Ipatinga;2013;4,9
MG;3131406;Ipiaçu;2013;-
MG;3131505;Ipuiúna;2013;4,4
MG;3131604;Iraí de Minas;2013;4,9
MG;3131703;Itabira;2013;4,9
MG;3131802;Itabirinha;2013;4,3
MG;3131901;Itabirito;2013;5,4
MG;3132008;Itacambira;2013;5,3
MG;3132107;Itacarambi;2013;4
MG;3132206;Itaguara;2013;5,3
MG;3132305;Itaipé;2013;4,5
MG;3132404;Itajubá;2013;4,8
MG;3132503;Itamarandiba;2013;5,4
MG;3132602;Itamarati de Minas;2013;3,9
MG;3132701;Itambacuri;2013;4,2
MG;3132800;Itambé do Mato Dentro;2013;4,7
MG;3132909;Itamogi;2013;5,5
MG;3133006;Itamonte;2013;4,9
MG;3133105;Itanhandu;2013;4,8
MG;3133204;Itanhomi;2013;4,7
MG;3133303;Itaobim;2013;4,3
MG;3133402;Itapagipe;2013;5,7
MG;3133501;Itapecerica;2013;5,2
MG;3133600;Itapeva;2013;5
MG;3133709;Itatiaiuçu;2013;5,5
MG;3133758;Itaú de Minas;2013;5
MG;3133808;Itaúna;2013;5,2
MG;3133907;Itaverava;2013;4,8
MG;3134004;Itinga;2013;4,8
MG;3134103;Itueta;2013;4,7
MG;3134202;Ituiutaba;2013;4,8
MG;3134301;Itumirim;2013;4,9
MG;3134400;Iturama;2013;5,4
MG;3134509;Itutinga;2013;4,8
MG;3134608;Jaboticatubas;2013;4,2
MG;3134707;Jacinto;2013;3,8
MG;3134806;Jacuí;2013;6,3
MG;3134905;Jacutinga;2013;4,8
MG;3135001;Jaguaraçu;2013;4,4
MG;3135050;Jaíba;2013;4
MG;3135076;Jampruca;2013;4,1
MG;3135100;Janaúba;2013;4,3
MG;3135209;Januária;2013;4,1
MG;3135308;Japaraíba;2013;5,8
MG;3135357;Japonvar;2013;3,9
MG;3135407;Jeceaba;2013;4,9
MG;3135456;Jenipapo de Minas;2013;4,6
MG;3135506;Jequeri;2013;4,5
MG;3135605;Jequitaí;2013;4,9
MG;3135704;Jequitibá;2013;4,5
MG;3135803;Jequitinhonha;2013;4,7
MG;3135902;Jesuânia;2013;4,9
MG;3136009;Joaíma;2013;4,2
MG;3136108;Joanésia;2013;4
MG;3136207;João Monlevade;2013;4,6
MG;3136306;João Pinheiro;2013;4,9
MG;3136405;Joaquim Felício;2013;5
MG;3136504;Jordânia;2013;4,2
MG;3136520;José Gonçalves de Minas;2013;4,7
MG;3136553;José Raydan;2013;4,8
MG;3136579;Josenópolis;2013;4
MG;3136603;Nova União;2013;4,6
MG;3136652;Juatuba;2013;5
MG;3136702;Juiz de Fora;2013;4,4
MG;3136801;Juramento;2013;4,3
MG;3136900;Juruaia;2013;6,5
MG;3136959;Juvenília;2013;4,2
MG;3137007;Ladainha;2013;4,1
MG;3137106;Lagamar;2013;5,3
MG;3137205;Lagoa da Prata;2013;5,3
MG;3137304;Lagoa dos Patos;2013;4,5
MG;3137403;Lagoa Dourada;2013;4,7
MG;3137502;Lagoa Formosa;2013;5,5
MG;3137536;Lagoa Grande;2013;4,6
MG;3137601;Lagoa Santa;2013;4,1
MG;3137700;Lajinha;2013;4,4
MG;3137809;Lambari;2013;5,7
MG;3137908;Lamim;2013;5,9
MG;3138005;Laranjal;2013;5,1
MG;3138104;Lassance;2013;4,3
MG;3138203;Lavras;2013;4,7
MG;3138302;Leandro Ferreira;2013;5
MG;3138351;Leme do Prado;2013;5,5
MG;3138401;Leopoldina;2013;4,1
MG;3138500;Liberdade;2013;4,8
MG;3138609;Lima Duarte;2013;4,8
MG;3138625;Limeira do Oeste;2013;4,9
MG;3138658;Lontra;2013;5
MG;3138674;Luisburgo;2013;5,1
MG;3138682;Luislândia;2013;4,6
MG;3138708;Luminárias;2013;4,2
MG;3138807;Luz;2013;5,1
MG;3138906;Machacalis;2013;4
MG;3139003;Machado;2013;4,6
MG;3139102;Madre de Deus de Minas;2013;5,7
MG;3139201;Malacacheta;2013;4,7
MG;3139250;Mamonas;2013;4
MG;3139300;Manga;2013;3,4
MG;3139409;Manhuaçu;2013;4,7
MG;3139508;Manhumirim;2013;4,3
MG;3139607;Mantena;2013;5,3
MG;3139706;Maravilhas;2013;4,8
MG;3139805;Mar de Espanha;2013;5,2
MG;3139904;Maria da Fé;2013;4,8
MG;3140001;Mariana;2013;4,6
MG;3140100;Marilac;2013;4,5
MG;3140159;Mário Campos;2013;4
MG;3140209;Maripá de Minas;2013;6
MG;3140308;Marliéria;2013;5,5
MG;3140407;Marmelópolis;2013;5,2
MG;3140506;Martinho Campos;2013;4,9
MG;3140530;Martins Soares;2013;4,1
MG;3140555;Mata Verde;2013;4,5
MG;3140605;Materlândia;2013;5
MG;3140704;Mateus Leme;2013;4,5
MG;3140803;Matias Barbosa;2013;3,6
MG;3140852;Matias Cardoso;2013;2,8
MG;3140902;Matipó;2013;4,7
MG;3141009;Mato Verde;2013;5
MG;3141108;Matozinhos;2013;4,4
MG;3141207;Matutina;2013;5,4
MG;3141306;Medeiros;2013;5,5
MG;3141405;Medina;2013;4,1
MG;3141504;Mendes Pimentel;2013;4,6
MG;3141603;Mercês;2013;5,1
MG;3141702;Mesquita;2013;4,3
MG;3141801;Minas Novas;2013;4,9
MG;3141900;Minduri;2013;5,1
MG;3142007;Mirabela;2013;4
MG;3142106;Miradouro;2013;5,3
MG;3142205;Miraí;2013;5,2
MG;3142254;Miravânia;2013;-
MG;3142304;Moeda;2013;5
MG;3142403;Moema;2013;5,9
MG;3142502;Monjolos;2013;4,6
MG;3142601;Monsenhor Paulo;2013;5,5
MG;3142700;Montalvânia;2013;4,5
MG;3142809;Monte Alegre de Minas;2013;4,4
MG;3142908;Monte Azul;2013;4,7
MG;3143005;Monte Belo;2013;5,5
MG;3143104;Monte Carmelo;2013;5,6
MG;3143153;Monte Formoso;2013;4,1
MG;3143203;Monte Santo de Minas;2013;4,8
MG;3143302;Montes Claros;2013;4,5
MG;3143401;Monte Sião;2013;5,2
MG;3143450;Montezuma;2013;4,8
MG;3143500;Morada Nova de Minas;2013;4,6
MG;3143609;Morro da Garça;2013;3,5
MG;3143708;Morro do Pilar;2013;3,7
MG;3143807;Munhoz;2013;4,6
MG;3143906;Muriaé;2013;5,2
MG;3144003;Mutum;2013;5,2
MG;3144102;Muzambinho;2013;5,6
MG;3144201;Nacip Raydan;2013;5,4
MG;3144300;Nanuque;2013;4,2
MG;3144359;Naque;2013;4,4
MG;3144375;Natalândia;2013;4,3
MG;3144409;Natércia;2013;5
MG;3144508;Nazareno;2013;4,8
MG;3144607;Nepomuceno;2013;4,4
MG;3144656;Ninheira;2013;-
MG;3144672;Nova Belém;2013;5
MG;3144706;Nova Era;2013;4,8
MG;3144805;Nova Lima;2013;4,7
MG;3144904;Nova Módica;2013;4,8
MG;3145000;Nova Ponte;2013;5,5
MG;3145059;Nova Porteirinha;2013;-
MG;3145109;Nova Resende;2013;5,8
MG;3145208;Nova Serrana;2013;5,1
MG;3145307;Novo Cruzeiro;2013;4,4
MG;3145356;Novo Oriente de Minas;2013;4,2
MG;3145372;Novorizonte;2013;4,4
MG;3145406;Olaria;2013;5,3
MG;3145455;Olhos-d'Água;2013;3,9
MG;3145505;Olímpio Noronha;2013;5
MG;3145604;Oliveira;2013;4,6
MG;3145703;Oliveira Fortes;2013;5,7
MG;3145802;Onça de Pitangui;2013;4,1
MG;3145851;Oratórios;2013;4,9
MG;3145877;Orizânia;2013;3,9
MG;3145901;Ouro Branco;2013;4,2
MG;3146008;Ouro Fino;2013;5,6
MG;3146107;Ouro Preto;2013;4,5
MG;3146206;Ouro Verde de Minas;2013;4,4
MG;3146255;Padre Carvalho;2013;3,5
MG;3146305;Padre Paraíso;2013;4,1
MG;3146404;Paineiras;2013;5,5
MG;3146503;Pains;2013;4,9
MG;3146552;Pai Pedro;2013;4,2
MG;3146602;Paiva;2013;-
MG;3146701;Palma;2013;5,1
MG;3146750;Palmópolis;2013;3,7
MG;3146909;Papagaios;2013;4,5
MG;3147006;Paracatu;2013;4,6
MG;3147105;Pará de Minas;2013;4,9
MG;3147204;Paraguaçu;2013;5
MG;3147303;Paraisópolis;2013;4,8
MG;3147402;Paraopeba;2013;4,9
MG;3147501;Passabém;2013;4,9
MG;3147600;Passa Quatro;2013;4,8
MG;3147709;Passa Tempo;2013;4,5
MG;3147808;Passa Vinte;2013;3,8
MG;3147907;Passos;2013;5,1
MG;3147956;Patis;2013;3,8
MG;3148004;Patos de Minas;2013;5,4
MG;3148103;Patrocínio;2013;5
MG;3148202;Patrocínio do Muriaé;2013;5,4
MG;3148301;Paula Cândido;2013;5,8
MG;3148400;Paulistas;2013;4,1
MG;3148509;Pavão;2013;4
MG;3148608;Peçanha;2013;4,9
MG;3148707;Pedra Azul;2013;4
MG;3148756;Pedra Bonita;2013;3,8
MG;3148806;Pedra do Anta;2013;4,9
MG;3148905;Pedra do Indaiá;2013;6,2
MG;3149002;Pedra Dourada;2013;4,9
MG;3149101;Pedralva;2013;5,4
MG;3149150;Pedras de Maria da Cruz;2013;2,9
MG;3149200;Pedrinópolis;2013;5,4
MG;3149309;Pedro Leopoldo;2013;4,6
MG;3149408;Pedro Teixeira;2013;5,4
MG;3149507;Pequeri;2013;-
MG;3149606;Pequi;2013;4,1
MG;3149705;Perdigão;2013;4,3
MG;3149804;Perdizes;2013;5,8
MG;3149903;Perdões;2013;4,9
MG;3149952;Periquito;2013;4,1
MG;3150000;Pescador;2013;3,7
MG;3150109;Piau;2013;3,7
MG;3150158;Piedade de Caratinga;2013;4,7
MG;3150208;Piedade de Ponte Nova;2013;4,6
MG;3150307;Piedade do Rio Grande;2013;4,3
MG;3150406;Piedade dos Gerais;2013;5,4
MG;3150505;Pimenta;2013;5,9
MG;3150539;Pingo d'Água;2013;5,6
MG;3150570;Pintópolis;2013;4,4
MG;3150604;Piracema;2013;5,2
MG;3150703;Pirajuba;2013;4,2
MG;3150802;Piranga;2013;5
MG;3150901;Piranguçu;2013;4,2
MG;3151008;Piranguinho;2013;5,3
MG;3151107;Pirapetinga;2013;4,9
MG;3151206;Pirapora;2013;4,5
MG;3151305;Piraúba;2013;5
MG;3151404;Pitangui;2013;4,3
MG;3151503;Piumhi;2013;4,8
MG;3151602;Planura;2013;3,2
MG;3151701;Poço Fundo;2013;5,8
MG;3151800;Poços de Caldas;2013;4,8
MG;3151909;Pocrane;2013;4,2
MG;3152006;Pompéu;2013;4,7
MG;3152105;Ponte Nova;2013;4,3
MG;3152131;Ponto Chique;2013;5
MG;3152170;Ponto dos Volantes;2013;4,3
MG;3152204;Porteirinha;2013;4,7
MG;3152303;Porto Firme;2013;4,5
MG;3152402;Poté;2013;3,9
MG;3152501;Pouso Alegre;2013;5
MG;3152600;Pouso Alto;2013;4,8
MG;3152709;Prados;2013;5,3
MG;3152808;Prata;2013;4,8
MG;3152907;Pratápolis;2013;5,1
MG;3153004;Pratinha;2013;5,5
MG;3153103;Presidente Bernardes;2013;5,3
MG;3153202;Presidente Juscelino;2013;5,3
MG;3153301;Presidente Kubitschek;2013;4,6
MG;3153400;Presidente Olegário;2013;5,4
MG;3153509;Alto Jequitibá;2013;5,1
MG;3153608;Prudente de Morais;2013;4,6
MG;3153707;Quartel Geral;2013;5
MG;3153806;Queluzito;2013;4,3
MG;3153905;Raposos;2013;5,2
MG;3154002;Raul Soares;2013;5,6
MG;3154101;Recreio;2013;4,9
MG;3154150;Reduto;2013;4,2
MG;3154200;Resende Costa;2013;4,4
MG;3154309;Resplendor;2013;4,8
MG;3154408;Ressaquinha;2013;5,2
MG;3154457;Riachinho;2013;4,5
MG;3154507;Riacho dos Machados;2013;4,8
MG;3154606;Ribeirão das Neves;2013;4
MG;3154705;Ribeirão Vermelho;2013;4,6
MG;3154804;Rio Acima;2013;3,8
MG;3154903;Rio Casca;2013;4,4
MG;3155009;Rio Doce;2013;4,9
MG;3155108;Rio do Prado;2013;4,6
MG;3155207;Rio Espera;2013;5,3
MG;3155306;Rio Manso;2013;5,3
MG;3155405;Rio Novo;2013;4
MG;3155504;Rio Paranaíba;2013;5,4
MG;3155603;Rio Pardo de Minas;2013;4,7
MG;3155702;Rio Piracicaba;2013;5,3
MG;3155801;Rio Pomba;2013;4
MG;3155900;Rio Preto;2013;4,2
MG;3156007;Rio Vermelho;2013;4,1
MG;3156106;Ritápolis;2013;5,5
MG;3156205;Rochedo de Minas;2013;4,1
MG;3156304;Rodeiro;2013;5,3
MG;3156403;Romaria;2013;5
MG;3156452;Rosário da Limeira;2013;5,7
MG;3156502;Rubelita;2013;3,8
MG;3156601;Rubim;2013;4,5
MG;3156700;Sabará;2013;4
MG;3156809;Sabinópolis;2013;4,4
MG;3156908;Sacramento;2013;4,6
MG;3157005;Salinas;2013;4,7
MG;3157104;Salto da Divisa;2013;3,2
MG;3157203;Santa Bárbara;2013;5
MG;3157252;Santa Bárbara do Leste;2013;5,2
MG;3157278;Santa Bárbara do Monte Verde;2013;4,6
MG;3157302;Santa Bárbara do Tugúrio;2013;5,3
MG;3157336;Santa Cruz de Minas;2013;3,1
MG;3157377;Santa Cruz de Salinas;2013;3,6
MG;3157401;Santa Cruz do Escalvado;2013;4,8
MG;3157500;Santa Efigênia de Minas;2013;3,7
MG;3157609;Santa Fé de Minas;2013;4
MG;3157658;Santa Helena de Minas;2013;4,5
MG;3157708;Santa Juliana;2013;4,4
MG;3157807;Santa Luzia;2013;3,9
MG;3157906;Santa Margarida;2013;4,3
MG;3158003;Santa Maria de Itabira;2013;4,7
MG;3158102;Santa Maria do Salto;2013;3,4
MG;3158201;Santa Maria do Suaçuí;2013;4,6
MG;3158300;Santana da Vargem;2013;5
MG;3158409;Santana de Cataguases;2013;4,6
MG;3158508;Santana de Pirapama;2013;4,5
MG;3158607;Santana do Deserto;2013;4,5
MG;3158706;Santana do Garambéu;2013;4,5
MG;3158805;Santana do Jacaré;2013;4,8
MG;3158904;Santana do Manhuaçu;2013;4,3
MG;3158953;Santana do Paraíso;2013;4,7
MG;3159001;Santana do Riacho;2013;4,3
MG;3159100;Santana dos Montes;2013;4,4
MG;3159209;Santa Rita de Caldas;2013;6,1
MG;3159308;Santa Rita de Jacutinga;2013;4,2
MG;3159357;Santa Rita de Minas;2013;4,6
MG;3159407;Santa Rita de Ibitipoca;2013;5
MG;3159506;Santa Rita do Itueto;2013;4,6
MG;3159605;Santa Rita do Sapucaí;2013;5,2
MG;3159704;Santa Rosa da Serra;2013;6,7
MG;3159803;Santa Vitória;2013;5
MG;3159902;Santo Antônio do Amparo;2013;4,6
MG;3160009;Santo Antônio do Aventureiro;2013;4,8
MG;3160108;Santo Antônio do Grama;2013;5,3
MG;3160207;Santo Antônio do Itambé;2013;4,4
MG;3160306;Santo Antônio do Jacinto;2013;4,1
MG;3160405;Santo Antônio do Monte;2013;5
MG;3160454;Santo Antônio do Retiro;2013;4,1
MG;3160504;Santo Antônio do Rio Abaixo;2013;5,5
MG;3160603;Santo Hipólito;2013;5,4
MG;3160702;Santos Dumont;2013;4,4
MG;3160801;São Bento Abade;2013;4,6
MG;3160900;São Brás do Suaçuí;2013;5,7
MG;3160959;São Domingos das Dores;2013;5,1
MG;3161007;São Domingos do Prata;2013;4,8
MG;3161056;São Félix de Minas;2013;4,6
MG;3161106;São Francisco;2013;3,9
MG;3161205;São Francisco de Paula;2013;5,4
MG;3161304;São Francisco de Sales;2013;4,6
MG;3161403;São Francisco do Glória;2013;5,2
MG;3161502;São Geraldo;2013;4,9
MG;3161601;São Geraldo da Piedade;2013;4,7
MG;3161650;São Geraldo do Baixio;2013;4,4
MG;3161700;São Gonçalo do Abaeté;2013;5,5
MG;3161809;São Gonçalo do Pará;2013;4,9
MG;3161908;São Gonçalo do Rio Abaixo;2013;4,9
MG;3162005;São Gonçalo do Sapucaí;2013;5,2
MG;3162104;São Gotardo;2013;5
MG;3162203;São João Batista do Glória;2013;5,6
MG;3162252;São João da Lagoa;2013;5,1
MG;3162302;São João da Mata;2013;5,2
MG;3162401;São João da Ponte;2013;3,9
MG;3162450;São João das Missões;2013;3,8
MG;3162500;São João del Rei;2013;4,8
MG;3162559;São João do Manhuaçu;2013;4,6
MG;3162575;São João do Manteninha;2013;5,5
MG;3162609;São João do Oriente;2013;3,9
MG;3162658;São João do Pacuí;2013;4,3
MG;3162708;São João do Paraíso;2013;4,8
MG;3162807;São João Evangelista;2013;4,7
MG;3162906;São João Nepomuceno;2013;4
MG;3162922;São Joaquim de Bicas;2013;4,1
MG;3162948;São José da Barra;2013;5,3
MG;3162955;São José da Lapa;2013;5,2
MG;3163003;São José da Safira;2013;4,9
MG;3163102;São José da Varginha;2013;4,8
MG;3163201;São José do Alegre;2013;4,6
MG;3163300;São José do Divino;2013;4,1
MG;3163409;São José do Goiabal;2013;4,6
MG;3163508;São José do Jacuri;2013;4,7
MG;3163607;São José do Mantimento;2013;5
MG;3163706;São Lourenço;2013;5,1
MG;3163805;São Miguel do Anta;2013;4,5
MG;3163904;São Pedro da União;2013;5,6
MG;3164001;São Pedro dos Ferros;2013;4,4
MG;3164100;São Pedro do Suaçuí;2013;4,7
MG;3164209;São Romão;2013;4,1
MG;3164308;São Roque de Minas;2013;5,1
MG;3164407;São Sebastião da Bela Vista;2013;5,1
MG;3164431;São Sebastião da Vargem Alegre;2013;5
MG;3164472;São Sebastião do Anta;2013;4,5
MG;3164506;São Sebastião do Maranhão;2013;4,3
MG;3164605;São Sebastião do Oeste;2013;5,1
MG;3164704;São Sebastião do Paraíso;2013;5,4
MG;3164803;São Sebastião do Rio Preto;2013;4,6
MG;3164902;São Sebastião do Rio Verde;2013;5,6
MG;3165008;São Tiago;2013;5,4
MG;3165107;São Tomás de Aquino;2013;5,7
MG;3165206;São Thomé das Letras;2013;5,1
MG;3165305;São Vicente de Minas;2013;5,8
MG;3165404;Sapucaí-Mirim;2013;5
MG;3165503;Sardoá;2013;4,2
MG;3165537;Sarzedo;2013;4,4
MG;3165552;Setubinha;2013;4,3
MG;3165560;Sem-Peixe;2013;5,4
MG;3165578;Senador Amaral;2013;4,7
MG;3165602;Senador Cortes;2013;5,8
MG;3165701;Senador Firmino;2013;5,3
MG;3165800;Senador José Bento;2013;5,2
MG;3165909;Senador Modestino Gonçalves;2013;-
MG;3166006;Senhora de Oliveira;2013;4,6
MG;3166105;Senhora do Porto;2013;4,3
MG;3166204;Senhora dos Remédios;2013;4,9
MG;3166303;Sericita;2013;3,9
MG;3166402;Seritinga;2013;-
MG;3166501;Serra Azul de Minas;2013;3,8
MG;3166600;Serra da Saudade;2013;-
MG;3166709;Serra dos Aimorés;2013;3,9
MG;3166808;Serra do Salitre;2013;5,4
MG;3166907;Serrania;2013;4,6
MG;3166956;Serranópolis de Minas;2013;3,5
MG;3167004;Serranos;2013;3,7
MG;3167103;Serro;2013;4,6
MG;3167202;Sete Lagoas;2013;4,6
MG;3167301;Silveirânia;2013;6,1
MG;3167400;Silvianópolis;2013;5,1
MG;3167509;Simão Pereira;2013;2,8
MG;3167608;Simonésia;2013;4,4
MG;3167707;Sobrália;2013;3,7
MG;3167806;Soledade de Minas;2013;4,9
MG;3167905;Tabuleiro;2013;5
MG;3168002;Taiobeiras;2013;4,9
MG;3168051;Taparuba;2013;4,9
MG;3168101;Tapira;2013;5,6
MG;3168200;Tapiraí;2013;-
MG;3168309;Taquaraçu de Minas;2013;4
MG;3168408;Tarumirim;2013;4,6
MG;3168507;Teixeiras;2013;5,1
MG;3168606;Teófilo Otoni;2013;4,2
MG;3168705;Timóteo;2013;4,9
MG;3168804;Tiradentes;2013;4,4
MG;3168903;Tiros;2013;5
MG;3169000;Tocantins;2013;4,9
MG;3169059;Tocos do Moji;2013;5,5
MG;3169109;Toledo;2013;4,6
MG;3169208;Tombos;2013;4,1
MG;3169307;Três Corações;2013;4,8
MG;3169356;Três Marias;2013;5,3
MG;3169406;Três Pontas;2013;4,7
MG;3169505;Tumiritinga;2013;5,1
MG;3169604;Tupaciguara;2013;4,8
MG;3169703;Turmalina;2013;5,1
MG;3169802;Turvolândia;2013;5
MG;3169901;Ubá;2013;5,1
MG;3170008;Ubaí;2013;3,6
MG;3170057;Ubaporanga;2013;4,4
MG;3170107;Uberaba;2013;5
MG;3170206;Uberlândia;2013;4,6
MG;3170305;Umburatiba;2013;4,7
MG;3170404;Unaí;2013;4,5
MG;3170438;União de Minas;2013;4,6
MG;3170479;Uruana de Minas;2013;4,8
MG;3170503;Urucânia;2013;4,4
MG;3170529;Urucuia;2013;4,4
MG;3170578;Vargem Alegre;2013;4,9
MG;3170602;Vargem Bonita;2013;5,8
MG;3170651;Vargem Grande do Rio Pardo;2013;5,1
MG;3170701;Varginha;2013;4,8
MG;3170750;Varjão de Minas;2013;5,1
MG;3170800;Várzea da Palma;2013;4,7
MG;3170909;Varzelândia;2013;4,5
MG;3171006;Vazante;2013;5,1
MG;3171030;Verdelândia;2013;4,2
MG;3171071;Veredinha;2013;4,5
MG;3171105;Veríssimo;2013;4,7
MG;3171154;Vermelho Novo;2013;4,9
MG;3171204;Vespasiano;2013;4,6
MG;3171303;Viçosa;2013;4,4
MG;3171402;Vieiras;2013;5,3
MG;3171501;Mathias Lobato;2013;4,2
MG;3171600;Virgem da Lapa;2013;4,6
MG;3171709;Virgínia;2013;5,3
MG;3171808;Virginópolis;2013;5
MG;3171907;Virgolândia;2013;4,6
MG;3172004;Visconde do Rio Branco;2013;4,4
MG;3172103;Volta Grande;2013;4,7
MG;3172202;Wenceslau Braz;2013;4,9
MG;3100104;Abadia dos Dourados;2015;5
MG;3100203;Abaeté;2015;4,3
MG;3100302;Abre Campo;2015;4,8
MG;3100401;Acaiaca;2015;3,4
MG;3100500;Açucena;2015;4,5
MG;3100609;Água Boa;2015;4,1
MG;3100708;Água Comprida;2015;4,7
MG;3100807;Aguanil;2015;5,5
MG;3100906;Águas Formosas;2015;4,2
MG;3101003;Águas Vermelhas;2015;4,2
MG;3101102;Aimorés;2015;4,8
MG;3101201;Aiuruoca;2015;5,9
MG;3101300;Alagoa;2015;5,1
MG;3101409;Albertina;2015;5,3
MG;3101508;Além Paraíba;2015;4,1
MG;3101607;Alfenas;2015;4,5
MG;3101631;Alfredo Vasconcelos;2015;4,3
MG;3101706;Almenara;2015;3,8
MG;3101805;Alpercata;2015;3,9
MG;3101904;Alpinópolis;2015;5
MG;3102001;Alterosa;2015;5,4
MG;3102050;Alto Caparaó;2015;4,7
MG;3102100;Alto Rio Doce;2015;4,4
MG;3102209;Alvarenga;2015;4,7
MG;3102308;Alvinópolis;2015;4,5
MG;3102407;Alvorada de Minas;2015;4,2
MG;3102506;Amparo do Serra;2015;3,5
MG;3102605;Andradas;2015;5,3
MG;3102704;Cachoeira de Pajeú;2015;4,6
MG;3102803;Andrelândia;2015;4,5
MG;3102852;Angelândia;2015;4,5
MG;3102902;Antônio Carlos;2015;4,5
MG;3103009;Antônio Dias;2015;4,2
MG;3103108;Antônio Prado de Minas;2015;4,7
MG;3103207;Araçaí;2015;5,3
MG;3103306;Aracitaba;2015;3,5
MG;3103405;Araçuaí;2015;4
MG;3103504;Araguari;2015;5,1
MG;3103603;Arantina;2015;5,2
MG;3103702;Araponga;2015;4,6
MG;3103751;Araporã;2015;4,9
MG;3103801;Arapuá;2015;5,7
MG;3103900;Araújos;2015;5,5
MG;3104007;Araxá;2015;5,1
MG;3104106;Arceburgo;2015;4,8
MG;3104205;Arcos;2015;5,2
MG;3104304;Areado;2015;5,7
MG;3104403;Argirita;2015;4,9
MG;3104452;Aricanduva;2015;5
MG;3104502;Arinos;2015;4,6
MG;3104601;Astolfo Dutra;2015;4,9
MG;3104700;Ataléia;2015;3,8
MG;3104809;Augusto de Lima;2015;4,4
MG;3104908;Baependi;2015;4,8
MG;3105004;Baldim;2015;4,6
MG;3105103;Bambuí;2015;4,9
MG;3105202;Bandeira;2015;4,9
MG;3105301;Bandeira do Sul;2015;4,7
MG;3105400;Barão de Cocais;2015;4,9
MG;3105509;Barão de Monte Alto;2015;5,1
MG;3105608;Barbacena;2015;4,8
MG;3105707;Barra Longa;2015;3,9
MG;3105905;Barroso;2015;4,8
MG;3106002;Bela Vista de Minas;2015;4,4
MG;3106101;Belmiro Braga;2015;3,7
MG;3106200;Belo Horizonte;2015;4,4
MG;3106309;Belo Oriente;2015;4,7
MG;3106408;Belo Vale;2015;3,3
